total_load_kwh,total_pv_kwh,pv_curtailed_kwh,pv_used_kwh,energy_not_served_kwh,self_sufficiency_percent,pv_utilization_percent,throughput_charge_kwh,throughput_discharge_kwh,estimated_full_cycles,loss_of_load_hours,max_contiguous_lol_hours,diag_pv_points,diag_load_points,diag_pv_step_seconds,diag_load_step_seconds,diag_target_freq,diag_target_step_hours,diag_pv_mean_before,diag_pv_mean_after,diag_load_mean_before,diag_load_mean_after,diag_interp,capacity_kwh,power_kw,Solar_kw_DC,EV_load_scenario,Scenario
92877.0,229183.86,143994.84,85189.02,8836.25,90.0,37.0,14891.22,13742.94,142.96,4339,36,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,50,60.0,194.4,Low,A1
92877.0,229183.86,137960.45,91223.41,3271.09,96.0,40.0,20925.6,19308.1,100.44,1477,33,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,100,60.0,194.4,Low,A1
92877.0,229183.86,136052.27,93131.59,1536.51,98.0,41.0,22833.78,21042.68,73.06,639,29,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,150,60.0,194.4,Low,A1
92877.0,229183.86,135280.28,93903.58,849.04,99.0,41.0,23605.77,21730.15,56.59,336,22,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,200,60.0,194.4,Low,A1
92877.0,229183.86,134845.68,94338.17,472.52,99.0,41.0,24040.37,22106.67,46.06,160,20,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,250,60.0,194.4,Low,A1
92877.0,229183.86,134601.47,94582.39,271.45,100.0,41.0,24284.58,22307.74,38.73,62,19,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,300,60.0,194.4,Low,A1
92877.0,229183.86,134505.0,94678.86,206.55,100.0,41.0,24381.05,22372.65,33.29,36,18,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,350,60.0,194.4,Low,A1
92877.0,229183.86,134432.08,94751.77,163.35,100.0,41.0,24453.97,22415.85,29.19,33,16,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,400,60.0,194.4,Low,A1
92877.0,229183.86,134359.17,94824.69,120.15,100.0,41.0,24526.88,22459.05,25.99,31,15,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,450,60.0,194.4,Low,A1
92877.0,229183.86,134286.25,94897.61,76.95,100.0,41.0,24599.8,22502.25,23.44,29,14,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,500,60.0,194.4,Low,A1
92877.0,229183.86,134213.33,94970.52,33.75,100.0,41.0,24672.72,22545.45,21.35,27,13,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,550,60.0,194.4,Low,A1
92877.0,229183.86,134150.67,95033.18,0.0,100.0,41.0,24735.38,22579.19,19.6,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,600,60.0,194.4,Low,A1
92877.0,229183.86,134124.63,95059.23,0.0,100.0,41.0,24761.42,22579.19,18.09,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,650,60.0,194.4,Low,A1
92877.0,229183.86,134098.59,95085.27,0.0,100.0,41.0,24787.46,22579.19,16.8,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,700,60.0,194.4,Low,A1
92877.0,229183.86,134072.55,95111.31,0.0,100.0,42.0,24813.5,22579.19,15.68,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,750,60.0,194.4,Low,A1
92877.0,229183.86,134046.51,95137.35,0.0,100.0,42.0,24839.54,22579.19,14.7,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,800,60.0,194.4,Low,A1
92877.0,229183.86,134020.47,95163.39,0.0,100.0,42.0,24865.59,22579.19,13.84,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,850,60.0,194.4,Low,A1
92877.0,229183.86,133994.42,95189.43,0.0,100.0,42.0,24891.63,22579.19,13.07,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,900,60.0,194.4,Low,A1
92877.0,229183.86,133968.38,95215.48,0.0,100.0,42.0,24917.67,22579.19,12.38,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,950,60.0,194.4,Low,A1
92877.0,229183.86,133942.34,95241.52,0.0,100.0,42.0,24943.71,22579.19,11.76,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1000,60.0,194.4,Low,A1
92877.0,229183.86,133916.3,95267.56,0.0,100.0,42.0,24969.75,22579.19,11.2,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1050,60.0,194.4,Low,A1
92877.0,229183.86,133890.26,95293.6,0.0,100.0,42.0,24995.79,22579.19,10.69,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1100,60.0,194.4,Low,A1
92877.0,229183.86,133864.22,95319.64,0.0,100.0,42.0,25021.84,22579.19,10.23,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1150,60.0,194.4,Low,A1
92877.0,229183.86,133838.17,95345.68,0.0,100.0,42.0,25047.88,22579.19,9.8,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1200,60.0,194.4,Low,A1
92877.0,229183.86,133812.13,95371.73,0.0,100.0,42.0,25073.92,22579.19,9.41,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1250,60.0,194.4,Low,A1
92877.0,229183.86,133786.09,95397.77,0.0,100.0,42.0,25099.96,22579.19,9.05,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1300,60.0,194.4,Low,A1
92877.0,229183.86,133760.05,95423.81,0.0,100.0,42.0,25126.0,22579.19,8.71,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1350,60.0,194.4,Low,A1
92877.0,229183.86,133734.01,95449.85,0.0,100.0,42.0,25152.04,22579.19,8.4,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1400,60.0,194.4,Low,A1
92877.0,229183.86,133707.97,95475.89,0.0,100.0,42.0,25178.09,22579.19,8.11,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1450,60.0,194.4,Low,A1
92877.0,229183.86,133681.92,95501.93,0.0,100.0,42.0,25204.13,22579.19,7.84,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1500,60.0,194.4,Low,A1
92877.0,229183.86,133655.88,95527.98,0.0,100.0,42.0,25230.17,22579.19,7.59,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1550,60.0,194.4,Low,A1
92877.0,229183.86,133629.84,95554.02,0.0,100.0,42.0,25256.21,22579.19,7.35,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1600,60.0,194.4,Low,A1
92877.0,229183.86,133603.8,95580.06,0.0,100.0,42.0,25282.25,22579.19,7.13,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1650,60.0,194.4,Low,A1
92877.0,229183.86,133577.76,95606.1,0.0,100.0,42.0,25308.29,22579.19,6.92,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1700,60.0,194.4,Low,A1
92877.0,229183.86,133551.72,95632.14,0.0,100.0,42.0,25334.34,22579.19,6.72,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1750,60.0,194.4,Low,A1
92877.0,229183.86,133525.67,95658.18,0.0,100.0,42.0,25360.38,22579.19,6.53,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1800,60.0,194.4,Low,A1
92877.0,229183.86,133499.63,95684.23,0.0,100.0,42.0,25386.42,22579.19,6.36,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1850,60.0,194.4,Low,A1
92877.0,229183.86,133473.59,95710.27,0.0,100.0,42.0,25412.46,22579.19,6.19,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1900,60.0,194.4,Low,A1
92877.0,229183.86,133447.55,95736.31,0.0,100.0,42.0,25438.5,22579.19,6.03,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,1950,60.0,194.4,Low,A1
92877.0,229183.86,133421.51,95762.35,0.0,100.0,42.0,25464.54,22579.19,5.88,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2000,60.0,194.4,Low,A1
92877.0,229183.86,133395.47,95788.39,0.0,100.0,42.0,25490.59,22579.19,5.74,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2050,60.0,194.4,Low,A1
92877.0,229183.86,133369.42,95814.43,0.0,100.0,42.0,25516.63,22579.19,5.6,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2100,60.0,194.4,Low,A1
92877.0,229183.86,133343.38,95840.48,0.0,100.0,42.0,25542.67,22579.19,5.47,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2150,60.0,194.4,Low,A1
92877.0,229183.86,133317.34,95866.52,0.0,100.0,42.0,25568.71,22579.19,5.35,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2200,60.0,194.4,Low,A1
92877.0,229183.86,133291.3,95892.56,0.0,100.0,42.0,25594.75,22579.19,5.23,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2250,60.0,194.4,Low,A1
92877.0,229183.86,133265.26,95918.6,0.0,100.0,42.0,25620.79,22579.19,5.11,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2300,60.0,194.4,Low,A1
92877.0,229183.86,133239.22,95944.64,0.0,100.0,42.0,25646.84,22579.19,5.0,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2350,60.0,194.4,Low,A1
92877.0,229183.86,133213.17,95970.68,0.0,100.0,42.0,25672.88,22579.19,4.9,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2400,60.0,194.4,Low,A1
92877.0,229183.86,133187.13,95996.73,0.0,100.0,42.0,25698.92,22579.19,4.8,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2450,60.0,194.4,Low,A1
92877.0,229183.86,133161.09,96022.77,0.0,100.0,42.0,25724.96,22579.19,4.7,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,8.59,10.57,linear,2500,60.0,194.4,Low,A1
121823.0,229183.86,124679.72,104504.14,18534.02,85.0,46.0,15744.38,14529.22,151.15,6061,36,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,50,60.0,194.4,Med,A1
121823.0,229183.86,116099.56,113084.29,10607.35,91.0,49.0,24324.53,22455.89,116.76,3831,36,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,100,60.0,194.4,Med,A1
121823.0,229183.86,111474.23,117709.62,6354.47,95.0,51.0,28949.86,26708.77,92.64,2074,36,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,150,60.0,194.4,Med,A1
121823.0,229183.86,109317.38,119866.48,4390.71,96.0,52.0,31106.72,28672.53,74.66,1326,36,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,200,60.0,194.4,Med,A1
121823.0,229183.86,108159.94,121023.92,3348.01,97.0,53.0,32264.15,29715.22,61.91,905,36,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,250,60.0,194.4,Med,A1
121823.0,229183.86,107316.31,121867.55,2594.53,98.0,53.0,33107.78,30468.71,52.9,775,36,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,300,60.0,194.4,Med,A1
121823.0,229183.86,106567.95,122615.91,1928.83,98.0,54.0,33856.15,31134.4,46.33,585,36,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,350,60.0,194.4,Med,A1
121823.0,229183.86,105955.23,123228.63,1388.15,99.0,54.0,34468.87,31675.09,41.24,432,36,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,400,60.0,194.4,Med,A1
121823.0,229183.86,105475.55,123708.31,970.08,99.0,54.0,34948.54,32093.15,37.14,276,36,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,450,60.0,194.4,Med,A1
121823.0,229183.86,105206.0,123977.86,745.67,99.0,54.0,35218.09,32317.57,33.66,139,21,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,500,60.0,194.4,Med,A1
121823.0,229183.86,105018.5,124165.36,596.87,100.0,54.0,35405.59,32466.37,30.74,123,20,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,550,60.0,194.4,Med,A1
121823.0,229183.86,104855.53,124328.33,470.67,100.0,54.0,35568.56,32592.56,28.29,96,19,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,600,60.0,194.4,Med,A1
121823.0,229183.86,104714.91,124468.95,365.07,100.0,54.0,35709.19,32698.16,26.2,86,18,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,650,60.0,194.4,Med,A1
121823.0,229183.86,104574.28,124609.58,259.47,100.0,54.0,35849.81,32803.76,24.41,64,17,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,700,60.0,194.4,Med,A1
121823.0,229183.86,104469.83,124714.03,187.21,100.0,54.0,35954.27,32876.03,22.83,32,16,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,750,60.0,194.4,Med,A1
121823.0,229183.86,104396.91,124786.95,144.01,100.0,54.0,36027.18,32919.23,21.43,31,15,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,800,60.0,194.4,Med,A1
121823.0,229183.86,104323.99,124859.86,100.81,100.0,54.0,36100.1,32962.43,20.2,29,14,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,850,60.0,194.4,Med,A1
121823.0,229183.86,104251.08,124932.78,57.61,100.0,55.0,36173.02,33005.63,19.1,28,14,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,900,60.0,194.4,Med,A1
121823.0,229183.86,104178.16,125005.7,14.41,100.0,55.0,36245.93,33048.83,18.12,15,7,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,950,60.0,194.4,Med,A1
121823.0,229183.86,104136.49,125047.37,0.0,100.0,55.0,36287.61,33063.24,17.22,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1000,60.0,194.4,Med,A1
121823.0,229183.86,104110.45,125073.41,0.0,100.0,55.0,36313.65,33063.24,16.4,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1050,60.0,194.4,Med,A1
121823.0,229183.86,104084.4,125099.46,0.0,100.0,55.0,36339.69,33063.24,15.65,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1100,60.0,194.4,Med,A1
121823.0,229183.86,104058.36,125125.5,0.0,100.0,55.0,36365.73,33063.24,14.97,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1150,60.0,194.4,Med,A1
121823.0,229183.86,104032.32,125151.54,0.0,100.0,55.0,36391.77,33063.24,14.35,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1200,60.0,194.4,Med,A1
121823.0,229183.86,104006.28,125177.58,0.0,100.0,55.0,36417.82,33063.24,13.78,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1250,60.0,194.4,Med,A1
121823.0,229183.86,103980.24,125203.62,0.0,100.0,55.0,36443.86,33063.24,13.25,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1300,60.0,194.4,Med,A1
121823.0,229183.86,103954.2,125229.66,0.0,100.0,55.0,36469.9,33063.24,12.76,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1350,60.0,194.4,Med,A1
121823.0,229183.86,103928.15,125255.71,0.0,100.0,55.0,36495.94,33063.24,12.3,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1400,60.0,194.4,Med,A1
121823.0,229183.86,103902.11,125281.75,0.0,100.0,55.0,36521.98,33063.24,11.88,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1450,60.0,194.4,Med,A1
121823.0,229183.86,103876.07,125307.79,0.0,100.0,55.0,36548.02,33063.24,11.48,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1500,60.0,194.4,Med,A1
121823.0,229183.86,103850.03,125333.83,0.0,100.0,55.0,36574.07,33063.24,11.11,0,0,8760,17540,3600.0,1800.0,30min,0.5,26.16,26.09,11.89,13.87,linear,1550,60.0,194.4,Med,A1
